ID,NAME,CURRENCYISOCODE,ZQU__DEPTH__C,ZQU__ENTITYID__C,ZQU__ENTITYNAME__C,ZQU__GLOBALENTITYID__C,ZQU__PARENTENTITYID__C,ZQU__ZUORAID__C,ZQU__ADDRESS1__C,ZQU__ADDRESS2__C,ZQU__CITY__C,ZQU__COUNTRY__C,ZQU__POSTALCODE__C,ZQU__STATE__C
a2fw0000000KkDiAAK,Contentful,USD,1,11e64eefad8ab23f965800259058c29c,Contentful,,,5861,Ritterstraße 12-14,,Berlin,Germany,10969,
