ID,NAME,TYPE,RECORDTYPEID,PARENTID,BILLINGSTREET,BILLINGCITY,BILLINGSTATE,BILLINGPOSTALCODE,BILLINGCOUNTRY,SHIPPINGSTREET,SHIPPINGCITY,SHIPPINGPOSTALCODE,PHONE,WEBSITE,INDUSTRY,ANNUALREVENUE,NUMBEROFEMPLOYEES,DESCRIPTION
001w000001ggohAAAQ,Ultimaker,Customer - Enterprise,012w00000006hSzAAI,,150 Cambridge Park Drive #101,Cambridge,,2140,Netherlands,2 Watermolenweg,Geldermalsen,4191,31610382866,ultimaker.com,Other,5.79E+07,150,"Created through open-source collaboration, Ultimaker’s premium 3D printers are highly reliable and enjoyed by professional makers all over the world."
